Title,Production,Episodes,Source,Genre,Airdate,Rating,Voters,Theme
Pokemon XY,OLM,93,Game,"Action,Adventure,Comedy,Fantasy","Oct 17, 2013, 19:00 (JST)",7.31,"132,688",Kids
Azur Lane,Bibury Animation Studios,12,Game,"Action,Sci-Fi","Oct 3, 2019, 23:30 (JST)",6.28,"132,660",Military
Needless,Madhouse,24,Manga,"Action,Comedy,Sci-Fi,Ecchi","Jul 3, 2009, 01:30 (JST)",7.25,"132,232",Super Power
Hunter x Hunter: Greed Island,Nippon Animation,8,Manga,"Action,Adventure,Fantasy",,8.19,"132,137",Super Power
Isuca,Arms,10,Manga,"Action,Comedy,Romance,Supernatural,Ecchi","Jan 24, 2015, 01:35 (JST)",6.00,"131,739",School
Garo: Honoo no Kokuin,MAPPA,24,Original,"Action,Fantasy,Supernatural","Oct 4, 2014, 01:23 (JST)",7.38,"131,268",Demons
Maken-Ki! Two,Xebec,10,Manga,"Action,Ecchi","Jan 16, 2014",6.16,"130,088","Harem,Martial Arts,School,Super Power"
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,Manglobe,12,Original,"Action,Supernatural","Jan 8, 2013",7.50,"129,835",Super Power
Zombie-Loan,XEBEC M2,11,Manga,"Action,Horror,Supernatural","Jul 4, 2007, 02:40 (JST)",6.86,"129,808",Shounen
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,A-1 Pictures,1,Light novel,"Action,Adventure,Fantasy,Romance",,7.24,"129,190",Game
Loveless,J.C.Staff,12,Manga,"Action,Boys Love,Drama,Fantasy,Mystery,Romance,Supernatural","Apr 7, 2005",6.81,"128,963",Josei
Sekai Seifuku: Bouryaku no Zvezda,A-1 Pictures,12,Original,"Action,Comedy,Fantasy","Jan 12, 2014",7.07,"128,429",Aniplex of America
Akiba's Trip The Animation,Gonzo,13,Game,"Action,Comedy,Supernatural,Ecchi","Jan 4, 2017, 22:30 (JST)",6.52,"127,893",Funimation
Yumekui Merry,J.C.Staff,13,Manga,"Action,Supernatural","Jan 7, 2011",6.93,"127,790",Sentai Filmworks
Overlord IV,Madhouse,?,Light novel,"Action,Fantasy,Supernatural","??? ??, ????",N/A,"127,659",Game
Bungou Stray Dogs: Hitori Ayumu,Bones,1,Manga,"Action,Mystery,Supernatural",,7.66,"127,403",Super Power
Medaka Box Abnormal,Asahi Production,12,Manga,"Action,Comedy,Ecchi","Oct 11, 2012, 01:35 (JST)",7.42,"126,880","Martial Arts,School,Super Power"
Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,Bones,2,Manga,Action,,7.16,"126,329",Super Power
Arslan Senki (TV): Fuujin Ranbu,LIDENFILMS,8,Manga,"Action,Adventure,Drama,Fantasy,Supernatural","Jul 3, 2016, 17:00 (JST)",7.52,"125,823",Historical
Bounen no Xamdou,Bones,26,Original,"Action,Adventure,Sci-Fi",,7.67,"125,595",Military
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,7.55,"125,249",Shounen
Juuni Kokuki,Studio Pierrot,45,Novel,"Action,Adventure,Fantasy,Supernatural","Apr 9, 2002",8.04,"124,423","Discotek Media,Media Blasters,Tokyopop"
Hunter x Hunter: Greed Island Final,Nippon Animation,14,Manga,"Action,Adventure,Fantasy",,8.27,"124,421",Super Power
Deadman Wonderland: Akai Knife Tsukai,Manglobe,1,Manga,"Action,Horror,Sci-Fi",,6.95,"124,302",Shounen
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,7.04,"123,071",Shounen
Dies Irae,A.C.G.T.,11,Visual novel,Action,"Oct 14, 2017, 01:05 (JST)",5.38,"122,891","Military,Super Power"
Gunjou no Magmell,Pierrot Plus,13,Manga,"Action,Adventure,Fantasy","Apr 7, 2019, 22:00 (JST)",6.08,"122,759",Super Power
Kore wa Zombie Desu ka? OVA,Studio Deen,2,Light novel,"Action,Comedy,Supernatural,Ecchi",,7.40,"122,709",Harem
Kuromukuro,P.A. Works,26,Original,"Action,Sci-Fi","Apr 7, 2016, 21:00 (JST)",7.17,"122,673",Mecha
Senjou no Valkyria,A-1 Pictures,26,Game,"Action,Romance","Apr 5, 2009",7.60,"122,357",Military
Seikon no Qwaser II,Hoods Entertainment,12,Manga,"Action,Supernatural,Ecchi","Apr 12, 2011, 02:30 (JST)",6.34,"122,109",Super Power
Final Fantasy VII: Advent Children Complete,Square Enix,1,Game,"Action,Fantasy",,7.94,"121,579",Super Power
Fate/kaleid liner Prisma☆Illya 2wei Herz!,SILVER LINK.,10,Manga,"Action,Comedy,Fantasy,Slice of Life","Jul 25, 2015, 01:40 (JST)",7.21,"121,084",Sentai Filmworks
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Sunrise,1,Original,Action,,7.49,"121,063","Mecha,Military"
Samurai Flamenco,Manglobe,22,Original,"Action,Comedy","Oct 11, 2013, 01:20 (JST)",6.89,"120,915","Parody,Super Power"
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,Seven Arcs Pictures,1,Manga,"Action,Comedy,Fantasy,Romance,Supernatural,Ecchi",,7.37,"120,709","Harem,School"
Walkure Romanze,8bit,12,Visual novel,"Action,Romance,Sports,Ecchi","Oct 7, 2013, 00:30 (JST)",6.34,"120,652","Harem,School"
Ao no Exorcist: Kuro no Iede,A-1 Pictures,1,Manga,"Action,Fantasy,Supernatural",,7.29,"120,591",Demons
Trigun: Badlands Rumble,Madhouse,1,Manga,"Action,Adventure,Comedy,Drama,Sci-Fi",,7.95,"120,232",Shounen
Sunabouzu,Gonzo,24,Manga,"Action,Adventure,Comedy,Sci-Fi,Ecchi","Oct 6, 2004",7.41,"120,211",Shounen
Pokemon Diamond & Pearl,OLM,191,Game,"Action,Adventure,Comedy,Fantasy","Sep 28, 2006, 19:00 (JST)",7.22,"119,490",Kids
Zetman,TMS Entertainment,13,Manga,"Action,Drama,Horror,Romance,Sci-Fi,Supernatural","Apr 3, 2012",6.87,"119,488",Seinen
Senran Kagura,Artland,12,Game,"Action,Comedy,Ecchi","Jan 6, 2013, 20:30 (JST)",6.30,"118,983",School
Kaizoku Oujo,Production I.G,12,Original,"Action,Adventure","Aug 14, 2021, 02:38 (JST)",7.23,"118,624",Crunchyroll
Shingeki no Kyojin: Ano Hi Kara,Wit Studio,1,Manga,"Action,Drama,Fantasy",,7.27,"118,456",Super Power
Yu☆Gi☆Oh! 5D's,Gallop,154,Manga,Action,"Apr 2, 2008, 18:00 (JST)",7.41,"118,010",Game
Valkyrie Drive: Mermaid,Arms,12,Original,"Action,Fantasy,Girls Love,Ecchi","Oct 10, 2015, 23:30 (JST)",6.08,"117,467",Funimation
Ushio to Tora (TV) 2nd Season,MAPPA,13,Manga,"Action,Adventure,Comedy,Supernatural","Apr 1, 2016, 22:30 (JST)",7.92,"115,745",Demons
FLCL Progressive,Production GoodBook,1,Original,"Action,Avant Garde,Comedy,Sci-Fi",,6.40,"115,360","Mecha,Parody"
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,6.71,"115,158",Shounen
Ansatsu Kyoushitsu: Deai no Jikan,Lerche,1,Manga,"Action,Comedy",,7.44,"115,070",School
Toaru Majutsu no Index Movie: Endymion no Kiseki,J.C.Staff,1,Original,"Action,Sci-Fi",,7.46,"115,045",Super Power
Blade & Soul,Gonzo,13,Game,"Action,Adventure,Fantasy","Apr 4, 2014",6.06,"115,029",Martial Arts
Boku no Hero Academia the Movie 3: World Heroes' Mission,Bones,1,Manga,"Action,Comedy",,7.59,"114,617","School,Super Power"
Fairy Tail x Rave,A-1 Pictures,1,Manga,"Action,Adventure,Comedy,Fantasy",,7.16,"113,476",Shounen
Shichisei no Subaru,Lerche,12,Light novel,"Action,Fantasy,Sci-Fi","Jul 6, 2018, 01:58 (JST)",6.11,"113,298",Game
Donten ni Warau,Doga Kobo,12,Manga,"Action,Supernatural","Oct 4, 2014",7.51,"112,976",Historical
One Piece Movie 14: Stampede,Toei Animation,1,Manga,"Action,Adventure,Comedy,Drama,Fantasy",,8.23,"112,966",Super Power
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Sunrise,25,Original,"Action,Drama,Sci-Fi","Oct 2, 2016, 17:00 (JST)",8.23,"112,754","Mecha,Space"
Sarazanmai,Lapin Track,11,Original,"Action,Fantasy,Supernatural","Apr 12, 2019, 00:55 (JST)",7.51,"112,645",Funimation
Akatsuki no Yona OVA,Studio Pierrot,3,Manga,"Action,Comedy,Fantasy",,8.09,"112,369",Shoujo
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy",,6.79,"112,104","Demons,Martial Arts,Super Power"
Kurokami The Animation,Sunrise,23,Manga,Action,"Jan 9, 2009, 02:40 (JST)",7.15,"111,918","Martial Arts,Super Power"
Shikabane Hime: Aka,feel.,13,Manga,"Action,Horror,Supernatural","Oct 2, 2008",7.22,"111,830",Shounen
Bleach: Memories in the Rain,Studio Pierrot,1,Manga,"Action,Adventure,Drama,Supernatural",,7.15,"111,819",Shounen
Coppelion,GoHands,13,Manga,"Action,Sci-Fi","Oct 2, 2013",6.47,"111,577",Seinen
Magi: Sinbad no Bouken,Lay-duce,5,Manga,"Action,Adventure,Fantasy",,7.81,"111,541",Shounen
Hunter x Hunter: Original Video Animation,Nippon Animation,8,Manga,"Action,Adventure",,8.32,"111,401",Super Power
GetBackers,Studio Deen,49,Manga,"Action,Comedy,Drama,Mystery,Supernatural","Oct 5, 2002, 17:30 (JST)",7.60,"111,193",Super Power
Yozakura Quartet: Hana no Uta,Tatsunoko Production,13,Manga,"Action,Comedy,Supernatural","Oct 6, 2013",7.48,"111,173",Super Power
Toriko,Toei Animation,147,Manga,"Action,Adventure,Comedy,Fantasy,Gourmet","Apr 3, 2011, 09:00 (JST)",7.53,"111,073",Shounen
Hokuto no Ken,Toei Animation,109,Manga,"Action,Drama,Sci-Fi","Oct 4, 1984, 19:00 (JST)",7.97,"110,879",Martial Arts
Initial D Fifth Stage,SynergySP,14,Manga,"Action,Drama,Sports","Nov 4, 2012",8.08,"110,616",Cars
Golden Kamuy 3rd Season,Geno Studio,12,Manga,"Action,Adventure","Oct 5, 2020, 23:00 (JST)",8.45,"110,177",Historical
High School DxD BorN: Yomigaeranai Fushichou,TNK,1,Light novel,"Action,Comedy,Romance,Ecchi",,7.43,"110,168","Demons,Harem,School"
Nanbaka 2,Satelight,12,Web manga,"Action,Comedy,Drama",,7.50,"109,909",Funimation
Baki: Dai Raitaisai-hen,TMS Entertainment,13,Manga,Action,,7.48,"109,547",Martial Arts
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,7.33,"109,518",Shounen
Tsubasa Chronicle 2nd Season,Bee Train,26,Manga,"Action,Adventure,Drama,Fantasy,Mystery,Romance,Supernatural","Apr 29, 2006, 18:25 (JST)",7.59,"109,467",Shounen
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,8bit,1,Light novel,"Action,Comedy,Sci-Fi,Ecchi",,6.87,"109,360","Harem,Mecha"
Boku no Hero Academia the Movie: Futari no Hero Specials,Bones,2,Manga,Action,,7.40,"109,334",Super Power
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,6.81,"108,384",Shounen
Sidonia no Kishi: Daikyuu Wakusei Seneki,Polygon Pictures,12,Manga,"Action,Sci-Fi","Apr 11, 2015, 01:55 (JST)",7.75,"108,331","Mecha,Space"
Senyuu.,LIDENFILMS,13,Web manga,"Action,Comedy,Fantasy","Jan 9, 2013",7.32,"107,352",Parody
Pokemon XY&Z,OLM,47,Game,"Action,Adventure,Comedy,Fantasy","Oct 29, 2015, 18:55 (JST)",7.65,"106,875",Kids
RahXephon,Bones,26,Original,"Action,Drama,Mystery,Romance,Sci-Fi","Jan 21, 2002, 16:25 (JST)",7.41,"106,708","Mecha,Music,Psychological"
Katsugeki/Touken Ranbu,ufotable,13,Game,"Action,Fantasy","Jul 2, 2017, 00:30 (JST)",6.74,"106,365","Historical,Samurai"
Fate/kaleid liner Prisma☆Illya 3rei!!,SILVER LINK.,12,Manga,"Action,Comedy,Fantasy","Jul 6, 2016, 23:00 (JST)",7.53,"106,045",-
Katsute Kami Datta Kemono-tachi e,MAPPA,12,Manga,"Action,Drama,Fantasy","Jul 1, 2019, 23:00 (JST)",6.40,"106,028",Military
Kengan Ashura,Larx Entertainment,12,Web manga,Action,,7.45,"105,978",Martial Arts
Mai-HiME,Sunrise,26,Original,"Action,Comedy,Drama,Fantasy,Girls Love,Romance","Sep 30, 2004, 01:30 (JST)",7.44,"105,944","Mecha,School"
Ueki no Housoku,Studio Deen,51,Manga,"Action,Adventure,Comedy,Drama,Supernatural","Apr 4, 2005, 18:30 (JST)",7.74,"105,930",Super Power
Hayate no Gotoku!!,J.C.Staff,25,Manga,"Action,Comedy,Romance","Apr 4, 2009, 01:23 (JST)",7.70,"105,838","Harem,Parody"
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,6.66,"105,519",Shounen
Top wo Nerae! Gunbuster,Gainax,6,Original,"Action,Comedy,Drama,Sci-Fi",,7.88,"105,361","Mecha,Military,Space"
Accel World EX,Sunrise,2,Light novel,"Action,Romance,Sci-Fi",,7.12,"105,227","Game,School"
Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,Production IMS,1,Light novel,"Action,Fantasy,Romance,Ecchi",,6.94,"105,186","Demons,Harem"
Chain Chronicle: Haecceitas no Hikari,Graphinica,12,Game,"Action,Adventure,Fantasy","Jan 8, 2017, 02:29 (JST)",6.60,"105,124",Funimation
Shigurui,Madhouse,12,Manga,"Action,Drama","Jul 19, 2007, 23:30 (JST)",7.39,"105,035","Historical,Martial Arts,Psychological,Samurai"
Dokyuu Hentai HxEros,Project No.9,12,Manga,"Action,Comedy,Supernatural,Ecchi","Jul 4, 2020, 00:00 (JST)",5.75,"104,997",School
Digimon Adventure tri. 1: Saikai,Toei Animation,1,Original,"Action,Adventure,Comedy,Drama",,7.46,"104,721",Shout! Factory
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,6.85,"103,887",Shounen
Hakkenden: Touhou Hakken Ibun,Studio Deen,13,Manga,"Action,Fantasy,Supernatural","Jan 6, 2013, 02:58 (JST)",7.41,"103,752",Demons
Bleach: The Sealed Sword Frenzy,Studio Pierrot,1,Manga,"Action,Adventure,Comedy,Supernatural",,6.98,"103,709",Super Power
Star Driver: Kagayaki no Takuto,Bones,25,Original,"Action,Romance","Oct 3, 2010, 17:00 (JST)",7.21,"103,667",Mecha
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy",,5.84,"103,418","Martial Arts,Super Power"
Witchblade,Gonzo,24,Other,"Action,Sci-Fi","Apr 6, 2006, 01:45 (JST)",7.24,"103,362",Super Power
Senki Zesshou Symphogear,Encourage Films,13,Original,"Action,Sci-Fi","Jan 6, 2012, 23:00 (JST)",7.02,"103,286",Music
Kishibe Rohan wa Ugokanai,David Production,4,Manga,"Action,Mystery,Supernatural",,7.61,"103,261",Shounen
Mars Red,Signal.MD,13,Other,"Action,Supernatural","Apr 6, 2021, 01:59 (JST)",6.64,"103,156","Historical,Military,Vampire"
Digimon Adventure Movie,Toei Animation,1,Original,"Action,Fantasy,Sci-Fi",,7.58,"103,039",Kids
Noblesse: Awakening,Production I.G,1,Web manga,"Action,Supernatural",,7.41,"103,027","School,Vampire"
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,7.10,"102,075",Shounen
Chaos Dragon: Sekiryuu Seneki,Connect,12,Game,"Action,Fantasy,Supernatural","Jul 2, 2015, 22:30 (JST)",5.64,"101,915",Funimation
Sword Art Online II: Debriefing,A-1 Pictures,1,Light novel,"Action,Adventure,Fantasy",,6.58,"101,900",Game
Quanzhi Fashi,Shanghai Foch Film and TV Culture Investment,12,Novel,"Action,Fantasy",,7.23,"101,881",School
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,Toei Animation,1,Manga,"Action,Adventure,Fantasy,Sci-Fi",,6.57,"101,843",Shounen
Dansai Bunri no Crime Edge,Studio Gokumi,13,Manga,"Action,Fantasy,Romance","Apr 4, 2013",6.70,"101,520",Seinen
Persona 3 the Movie 1: Spring of Birth,AIC ASTA,1,Game,"Action,Fantasy,Supernatural",,7.56,"101,484",Aniplex of America
Ixion Saga DT,Brain's Base,25,Game,"Action,Comedy,Fantasy","Oct 8, 2012",7.18,"101,460",-
Witch Hunter Robin,Sunrise,26,Original,"Action,Drama,Mystery,Supernatural","Jul 2, 2002",7.26,"101,390",Police
Cop Craft,Millepensee,12,Light novel,"Action,Fantasy,Sci-Fi","Jul 9, 2019, 00:00 (JST)",6.72,"101,379",Police
Speed Grapher,Gonzo,24,Original,"Action,Mystery","Apr 8, 2005",7.33,"101,341",Super Power
Heroic Age,Xebec,26,Original,"Action,Sci-Fi","Apr 2, 2007, 01:30 (JST)",7.54,"101,316","Mecha,Military,Space"
Comet Lucifer,8bit,12,Original,"Action,Adventure,Fantasy","Oct 4, 2015, 22:30 (JST)",5.85,"100,775",Mecha
Phi Brain: Kami no Puzzle,Sunrise,25,Original,"Action,Mystery","Oct 2, 2011",7.19,"100,660",Game
Rewrite 2nd Season,8bit,11,Visual novel,"Action,Comedy,Fantasy,Romance,Supernatural","Jan 14, 2017, 23:30 (JST)",7.22,"100,629",Military
Schwarzesmarken,ixtl,12,Light novel,"Action,Drama,Sci-Fi","Jan 11, 2016, 01:05 (JST)",6.77,"100,467","Historical,Mecha,Military"
Uchuu Senkan Yamato 2199,AIC,26,Original,"Action,Drama,Sci-Fi",,8.35,"100,252","Military,Space"
Karakuri Circus (TV),Studio VOLN,36,Manga,"Action,Adventure,Drama,Mystery","Oct 11, 2018, 22:30 (JST)",7.11,"100,191",Shounen
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,OLM,1,Game,"Action,Adventure,Drama,Fantasy",,7.30,"99,897",Kids
Fate/Prototype,Lerche,1,Original,"Action,Fantasy,Romance,Supernatural",,6.68,"99,719",Shounen
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Sunrise,1,Original,Action,,7.30,"99,657","Mecha,Military"
Noir,Bee Train,26,Original,"Action,Drama,Mystery","Apr 6, 2001, 01:15 (JST)",7.30,"99,616","ADV Films,Funimation"
Conception,Gonzo,12,Game,"Action,Adventure,Fantasy,Romance","Oct 10, 2018, 01:30 (JST)",4.62,"99,580",Harem
Kekkaishi (TV),Sunrise,52,Manga,"Action,Adventure,Comedy,Supernatural","Oct 16, 2006",7.61,"99,121",Demons
Luck & Logic,Doga Kobo,12,Card game,"Action,Fantasy","Jan 9, 2016, 22:30 (JST)",6.07,"98,825",Funimation
Hanyou no Yashahime: Sengoku Otogizoushi,Sunrise,24,Original,"Action,Adventure,Comedy,Fantasy,Supernatural","Oct 3, 2020, 17:30 (JST)",6.72,"98,610","Demons,Historical"
Aquarion Evol,8bit,26,Original,"Action,Comedy,Drama,Fantasy,Romance,Sci-Fi","Jan 9, 2012",7.10,"98,491",Mecha
Blood Lad: Wagahai wa Neko de wa Nai,Brain's Base,1,Manga,"Action,Comedy,Supernatural",,7.14,"98,162","Demons,Vampire"
Koutetsujou no Kabaneri Movie 3: Unato Kessen,Wit Studio,1,Original,"Action,Drama,Fantasy,Horror,Supernatural",,7.70,"97,980",-
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Wit Studio,1,Manga,"Action,Drama,Fantasy",,7.79,"97,959",Super Power
Mob Psycho 100 III,Bones,?,Web manga,"Action,Comedy,Slice of Life,Supernatural","??? ??, ????",N/A,"97,713",-
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",Studio Deen,1,Light novel,"Action,Comedy,Supernatural,Ecchi",,7.46,"97,589",Harem
Dragon Ball: Episode of Bardock,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,7.19,"97,533","Martial Arts,Super Power"
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,6.62,"97,529",Shounen
Rozen Maiden: Träumend,Nomad,12,Manga,"Action,Comedy,Drama","Oct 21, 2005, 01:55 (JST)",7.63,"97,495",Seinen
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,OLM,1,Game,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,6.96,"97,391",Kids
Bakuten Shoot Beyblade,Madhouse,51,Manga,"Action,Adventure,Comedy,Sports","Jan 8, 2001, 18:00 (JST)",6.74,"97,319",Kids
World Trigger 2nd Season,Toei Animation,12,Manga,"Action,Sci-Fi,Supernatural","Jan 10, 2021, 01:30 (JST)",8.09,"97,006",School
Utawarerumono: Itsuwari no Kamen,White Fox,25,Visual novel,"Action,Drama,Fantasy","Oct 4, 2015, 01:00 (JST)",7.26,"96,467",Sentai Filmworks
One Piece Movie 1,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy",,7.09,"96,449",Super Power
Lupin III: Cagliostro no Shiro,Tokyo Movie Shinsha,1,Manga,"Action,Adventure,Comedy,Mystery",,8.15,"96,173",Seinen
Strike the Blood III,Connect,10,Light novel,"Action,Fantasy,Supernatural,Ecchi",,7.03,"96,011","Harem,Vampire"
One Punch Man 2nd Season Specials,J.C.Staff,6,Web manga,"Action,Comedy,Sci-Fi,Supernatural",,7.34,"95,938","Parody,Super Power"
Black Blood Brothers,Group TAC,12,Light novel,"Action,Comedy,Fantasy,Supernatural","Sep 8, 2006, 23:30 (JST)",7.12,"95,613",Vampire
Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,OLM,1,Game,"Action,Adventure,Comedy,Drama,Fantasy",,7.27,"95,495",Kids
Mobile Suit Gundam SEED Destiny,Sunrise,50,Original,"Action,Drama,Romance,Sci-Fi","Oct 9, 2004",7.20,"95,094","Mecha,Military,Space"
Tekkon Kinkreet,Studio 4°C,1,Manga,"Action,Adventure,Supernatural",,7.97,"94,939",Psychological
Shingeki no Kyojin Movie 1: Guren no Yumiya,Wit Studio,1,Manga,"Action,Drama,Fantasy",,7.68,"94,931",Super Power
Dog Days',Seven Arcs,13,Original,"Action,Adventure,Fantasy","Jul 7, 2012, 23:30 (JST)",7.04,"94,569",-
Asura Cryin',Seven Arcs,13,Light novel,"Action,Supernatural","Apr 2, 2009, 08:00 (JST)",6.92,"94,521",Mecha
Hand Shakers,GoHands,12,Original,Action,"Jan 11, 2017, 00:30 (JST)",5.30,"94,342","Crunchyroll,Funimation"
Boku no Hero Academia 6th Season,-,?,Manga,"Action,Comedy","??? ??, ????",N/A,"93,715","School,Super Power"
Mahou Shoujo Lyrical Nanoha,Seven Arcs,13,Original,"Action,Comedy,Drama","Oct 3, 2004",7.42,"93,670",Super Power
Goblin Slayer 2nd Season,-,?,Light novel,"Action,Adventure,Fantasy","??? ??, ????",N/A,"93,642",-
High School Fleet,Production IMS,12,Original,Action,"Apr 10, 2016, 00:00 (JST)",7.30,"93,614","Military,School"
Saint Seiya: The Lost Canvas - Meiou Shinwa,TMS Entertainment,13,Manga,"Action,Adventure,Supernatural",,7.98,"93,435","Martial Arts,Super Power"
SSSS.Dynazenon,Trigger,12,Original,"Action,Sci-Fi","Apr 2, 2021, 22:00 (JST)",7.45,"93,179",Mecha
Bloodivores,Creators in Pack,12,Web manga,"Action,Supernatural","Oct 1, 2016, 21:00 (JST)",5.49,"92,733",Vampire
Quanzhi Gaoshou 2,Colored Pencil Animation,12,Novel,Action,,7.98,"92,698",Game
Nobunaga the Fool,Satelight,24,Other,"Action,Sci-Fi","Jan 6, 2014",6.66,"92,561","Historical,Mecha"
A.I.C.O.: Incarnation,Bones,12,Original,"Action,Sci-Fi",,6.57,"92,305",-
Kingdom 2nd Season,Studio Pierrot,39,Manga,Action,"Jun 8, 2013, 23:45 (JST)",8.36,"92,166","Historical,Military"
Grappler Baki (TV),Group TAC,24,Manga,"Action,Sports","Jan 9, 2001",7.44,"92,072",Martial Arts
InuYasha Movie 2: Kagami no Naka no Mugenjo,Sunrise,1,Manga,"Action,Adventure,Comedy,Drama,Fantasy,Romance,Supernatural",,7.67,"92,008","Demons,Historical"
Inferno Cop,Trigger,13,Original,"Action,Comedy",,7.26,"91,954",Police
Cuticle Tantei Inaba,Zexcs,12,Manga,"Action,Comedy,Mystery,Supernatural","Jan 4, 2013",7.28,"91,676",Shounen
Macross,Tatsunoko Production,36,Original,"Action,Romance,Sci-Fi","Oct 3, 1982, 14:00 (JST)",7.92,"91,442","Mecha,Military,Music,Space"
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,ufotable,1,Visual novel,"Action,Fantasy,Supernatural",,7.45,"91,395",Aniplex of America
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,Studio Pierrot,1,Original,"Action,Comedy",,7.37,"90,829","Martial Arts,Super Power"
Blame! Movie,Polygon Pictures,1,Manga,"Action,Drama,Sci-Fi",,7.07,"90,582","Mecha,Psychological"
Cencoroll,-,1,Original,"Action,Sci-Fi",,7.18,"90,580",Aniplex of America
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,Sunrise,1,Original,Action,,7.24,"89,983","Mecha,Military"
Quanzhi Gaoshou Specials,China Literature Limited,3,Novel,Action,,8.26,"89,920",Game
Guilty Crown: Lost Christmas - An Episode of Port Town,Production I.G,1,Original,"Action,Drama,Sci-Fi",,6.91,"89,908",Super Power
Hidan no Aria AA,Doga Kobo,12,Manga,"Action,Girls Love","Oct 6, 2015, 23:00 (JST)",6.21,"89,712",School
